Compound,Chemical Formula,Compounds - proteins that bind compound,Compounds - enzymes activated or inhibited,Pathways of compound,Reactions that consume compound,Reactions that produce compound,SMILES,MW
CO-A,C21H32N7O16P3S,NA,CPLX0-7878 // COADTRI-CPLX // CPLX0-1142 // EG11121-MONOMER // ACETOACETYL-COA-TRANSFER-CPLX // GALACTOACETYLTRAN-CPLX // MALTACETYLTRAN-CPLX // PANTOTHENATE-KIN-CPLX // 3-METHYL-2-OXOBUT-OHCH3XFER-CPLX // CPLX0-252 // MALIC-NAD-CPLX // PHOSPHOGLUCMUT-MONOMER // GLYCEROL-3-P-ACYLTRANSFER-MONOMER // MALONYL-COA-ACP-TRANSACYL-MONOMER // GLNE-MONOMER // AKBLIG-CPLX,DAPLYSINESYN-PWY // COA-PWY // PANTOSYN-PWY // GLUTORN-PWY // ARGSYN-PWY // ARG+POLYAMINE-SYN // HOMOSER-METSYN-PWY // PWY0-781 // P4-PWY // METSYN-PWY // MET-SAM-PWY // PWY0-1312 // PWY-7870 // CYSTSYN-PWY // SULFATE-CYS-PWY // PWY-5966 // PWY0-1261 // UDPNAGSYN-PWY // OANTIGEN-PWY // PWY-7315 // ECASYN-PWY // AST-PWY // ACETOACETATE-DEG-PWY // GLYOXDEG-PWY // GLYCOL-GLYOXDEG-PWY // GLYOXYLATE-BYPASS // LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY0-1337 // PWY-5667 // PHOSLIPSYN-PWY // PWY-5084 // PWY-7805 // PWY-4381 // FASYN-INITIAL-PWY // PWY0-881 // PWY0-1569 // THREONINE-DEG2-PWY // PYRUVDEHYD-PWY // ENTBACSYN-PWY // FAO-PWY // PWY0-321 // PWY-6071 // CARNMET-PWY // PWY-6012 // PWY-7180 // PWY0-1298 // PWY0-1297 // PWY-5162 // PWY0-1277 // FERMENTATION-PWY // PWY-5436 // ETOH-ACETYLCOA-ANA-PWY // PWY0-42 // PWY-5437 // THREOCAT-PWY // PWY-5837 // ALL-CHORISMATE-PWY // PWY-5838 // PWY0-1313 // ACETATEUTIL-PWY // TCA // TCA-GLYOX-BYPASS // GLYCOLYSIS-TCA-GLYOX-BYPASS,RXN0-7248 // TRANS-RXN0-623 // RXN0-7239 // RXN0-7238 // ENTDB-RXN // RXN-15889 // PYFLAVOXRE-RXN // PYRUFLAVREDUCT-RXN // PYRUVDEH-RXN // ACYLCOASYN-RXN // RXN-10819 // LCARNCOALIG-RXN // HOLO-ACP-SYNTH-RXN // ACETALD-DEHYDROG-RXN // PROPIONATE--COA-LIGASE-RXN // KETOBUTFORMLY-RXN // 2OXOGLUTARATEDEH-RXN // O-SUCCINYLBENZOATE-COA-LIG-RXN // ACETATE--COA-LIGASE-RXN // SUCCCOASYN-RXN,RXN0-1133 // RXN-18434 // 2.3.1.128-RXN // RXN-17962 // RXN-17961 // RXN-17960 // RXN0-7103 // RXN-17799 // RXN-17795 // RXN-17791 // RXN-17787 // RXN-17782 // RXN-17778 // RXN1-42 // HYDGLUTSYN-RXN // AKBLIG-RXN // RXN0-7165 // MALTACETYLTRAN-RXN // RXN0-7160 // RXN-17023 // RXN-17021 // RXN-17019 // RXN-17008 // RXN-17009 // RXN-17010 // RXN-17011 // RXN-15943 // RXN0-5418 // RXN-14251 // RXN-14255 // RXN0-7104 // RXN-14394 // RXN0-7046 // MALONYL-COA-ACP-TRANSACYL-RXN // 2.3.1.180-RXN // ARYLAMINE-N-ACETYLTRANSFERASE-RXN // RXN0-6512 // RXN0-6948 // 7KAPSYN-RXN // DIHYDLIPACETRANS-RXN // RXN0-7014 // THIOESTER-RXN // RXN0-1147 // ACYL-COA-HYDROLASE-RXN // DIAMACTRANS-RXN // RXN-1623 // RXN0-5065 // RXN0-5390 // RXN-9311 // RXN-1381 // RXN0-5231 // 2-METHYLCITRATE-SYNTHASE-RXN // 2-ISOPROPYLMALATESYN-RXN // CITSYN-RXN // MALSYN-RXN // KETOACYLCOATHIOL-RXN // RXN-3641 // ACETYL-COA-ACETYLTRANSFER-RXN // PYRUVFORMLY-RXN // 2.3.1.118-RXN // PTAALT-RXN // ARGININE-N-SUCCINYLTRANSFERASE-RXN // TDPFUCACTRANS-RXN // SPERMACTRAN-RXN // 2.3.1.157-RXN // ACP-S-ACETYLTRANSFER-RXN // SERINE-O-ACETTRAN-RXN // PHOSACETYLTRANS-RXN // HOMSUCTRAN-RXN // GALACTOACETYLTRAN-RXN // N-ACETYLTRANSFER-RXN // DEPHOSPHOCOAKIN-RXN // TETHYDPICSUCC-RXN,CC(C)(C(O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OCC1(OC(C(C1OP([O-])(=O)[O-])O)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-],767.1152084
CPD-14133,C21H28N7O18P3,NA,NA,NA,RXN-13142,NA,C5(N(C1(OC(C(C1O)O)COP(OP(OCC4(C(C(C(N3(C2(=C(C(=NC=N2)N)N=C3)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))C(O)CCC(C(=O)N)=5),763.1016668
CPD0-2474,C21H28N7O18P3,NA,NA,NA,RXN-13141,RXN-13142,C5(N(C1(OC(C(C1O)O)COP(OP(OCC4(C(C(C(N3(C2(=C(C(=NC=N2)N)N=C3)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))C(O)CCC(C(=O)N)=5),763.1016668
CPD-18406,C41H78O10P,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCC(OCC(OC(=O)CCCCCCCCCC1(C(C1)CCCCCC))COP([O-])(=O)OCC(O)CO)=O,762.5410853
CPD-18365,C40H75NO10P,NA,NA,NA,NA,NA,CCCCCCC=CCCCCCCCCCC(OC(COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OCC(C(=O)[O-])[N+])=O,762.5285092
CPD-18364,C40H73NO10P,NA,NA,NA,NA,NA,CCCCCCC=CCCCCCCCCCC(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP([O-])(=O)OCC(C(=O)[O-])[N+])=O,760.5128591
CPD-15002,C33H40O20,NA,NA,NA,NA,NA,CC1(C(O)C(O)C(O)C(O1)OCC2(C(O)C(O)C(O)C(O2)OC6(=CC4(C(OC3(OC(CO)C(O)C(O)C(O)3))=CC([O-])=CC=4[O+]=C(C5(C=C(O)C(O)=CC=5))6)))),757.2191188
ADENOSINE5TRIPHOSPHO5ADENOSINE,C20H24N10O16P3,NA,NA,NA,BIS5-ADENOSYL-TRIPHOSPHATASE-RXN,RXN0-5209,C(C3(C(C(C(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)O)O))OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC6(C(C(C(N5(C4(=C(C(=NC=N4)N)N=C5)))O6)O)O),756.0819344
CPD0-1095,C22H28N9O13P3S,NA,NA,NA,NA,RXN0-5291,CC4([N+](=CSC(CCOP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OCC3(C(C(C(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)O)O))=4)CC5(C(=NC(C)=NC=5)N)),754.0974873
CPD0-1456,C23H33N4O20P2,NA,UDP-NACMURALGLDAPLIG-MONOMER // GLUTRACE-MONOMER,PWY-6387 // PEPTIDOGLYCANSYN-PWY,UDP-NACMURALA-GLU-LIG-RXN,UDP-NACMUR-ALA-LIG-RXN,CC(NC(=O)C(C)OC1(C(C(OC(C(O)1)CO)OP(=O)([O-])OP(=O)([O-])OCC2(OC(C(O)C(O)2)N3(C=CC(=O)NC(=O)3)))NC(C)=O))C(=O)[O-],750.1398126
CPD-12818,C41H82NO8P,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)COP(OCC[N+])([O-])=O,748.5856302
CPD-18362,C40H76O10P,NA,NA,NA,NA,NA,CCCCCCC=CCCCCCCCCCC(OC(COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OCC(O)CO)=O,748.5254352
CPD0-2202,C40H74O10P,NA,NA,NA,NA,NA,CCCCCCC1(CC1CCCCCCCC(OCC(COP(OCC(O)CO)([O-])=O)OC(=O)CCCCCCCC2(CC(CCCCCC)2))=O),746.5097851
CPD-18394,C40H74O10P,NA,NA,NA,NA,NA,CCCCCCC=CCCCCCCCCCC(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP([O-])(=O)OCC(O)CO)=O,746.5097851
CPD-18085,C21H26N7O17P3,NA,NA,NA,NA,RXN-16765,C5(N(C1(OC(C(C1O)O)COP(OP(OCC4(C(C(C(N3(C2(=C(C(=NC=N2)N)N=C3)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))CC(=CC=5)C(=O)N),745.0911021
NADPH,C21H26N7O17P3,NA,GLU6PDEHYDROG-MONOMER // 6PGLUCONDEHYDROG-CPLX // CPLX0-230 // CPLX0-230 // GLUTATHIONE-REDUCT-NADPH-CPLX // PHOSACETYLTRANS-CPLX // CPLX0-682,GLUCONEO-PWY // DAPLYSINESYN-PWY // HOMOSERSYN-PWY // PWY0-781 // P4-PWY // THRESYN-PWY // METSYN-PWY // MET-SAM-PWY // PWY0-1261 // PWY-6387 // PEPTIDOGLYCANSYN-PWY // DTDPRHAMSYN-PWY // OANTIGEN-PWY // PANTO-PWY // PANTOSYN-PWY // SO4ASSIM-PWY // SULFATE-CYS-PWY // NONMEVIPP-PWY // GLUT-REDOX-PWY // PWY-66 // COLANSYN-PWY // VALSYN-PWY // GLYCOLYSIS-E-D // RIBOSYN2-PWY // GLUTORN-PWY // ARGSYN-PWY // ARG+POLYAMINE-SYN // PROSYN-PWY // THIOREDOX-PWY // PWY-6537 // 4AMINOBUTMETAB-PWY // ARGDEG-PWY // ORNARGDEG-PWY // PWY-6700 // PWY0-1433 // PWY0-1471 // ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // THREOCAT-PWY // ALKANEMONOX-PWY // FERMENTATION-PWY // TCA // TCA-GLYOX-BYPASS // GLYCOLYSIS-TCA-GLYOX-BYPASS // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY-5459 // KETOGLUCONMET-PWY // FASYN-ELONG-PWY // GLUTSYNIII-PWY // PWY-6614 // PWY-6612 // PWY-5453 // METHGLYUT-PWY // PWY-6163 // ARO-PWY // COMPLETE-ARO-PWY // 1CMET2-PWY // GLUTSYN-PWY // AMMASSIM-PWY // PWY0-862 // PWY0-881 // PWY-5973 // PWY-6282 // PWY-6284 // PWY-6519 // BIOTIN-BIOSYNTHESIS-PWY // PWY-5971 // PWY-5188 // NADPHOS-DEPHOS-PWY // PWY-6892 // THISYN-PWY // PWY0-1527 // PWY-6708 // UBISYN-PWY // ALL-CHORISMATE-PWY // PWY0-321 // PWY-6071,RXN-7632 // RXN-14023 // TRANS-RXN0-277 // RXN0-7154 // YIAE2-RXN // RXN-16765 // RXN0-271 // RXN0-5387 // QOR-RXN // RXN-11319 // RXN0-7000 // RXN0-5101 // RXN0-6677 // RXN0-6676 // 2-OCTAPRENYLPHENOL-HYDROX-RXN // 2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN // RXN0-2042 // R303-RXN // PYRNUTRANSHYDROGEN-RXN,PYRIDOXINE-4-DEHYDROGENASE-RXN // RXN-17897 // FLAVONADPREDUCT-RXN // GLUTRNAREDUCT-RXN // RXN-9536 // RXN-9532 // RXN-9518 // RXN-9540 // RXN-11480 // RXN-10659 // RXN-9524 // RXN-9556 // L-IDONATE-2-DEHYDROGENASE-RXN // RXN-9514 // RXN0-2142 // RXN-11476 // RXN-9528 // RXN-10655 // GLUTAMATESYN-RXN // METHYLENETHFDEHYDROG-NADP-RXN // RXN-16000 // SHIKIMATE-5-DEHYDROGENASE-RXN // RXN0-4281 // RXN-15743 // RXN0-1941 // RXN-15744 // RXN-16003 // RXN-924 // RXN0-2201 // RXN-16001 // DIHYDROFOLATEREDUCT-RXN // RXN0-7119 // RXN-9087 // RXN0-6555 // GLUTDEHYD-RXN // GMP-REDUCT-RXN // RXN0-6941 // RXN0-1281 // ENOYL-ACP-REDUCT-NADPH-RXN // ACETOINDEHYDROG-A-RXN // 1.1.1.274-RXN // RXN0-7021 // YIAE1-RXN // RXN0-7020 // RXN0-6487 // 1.1.1.168-RXN // RXN0-5141 // 1.1.1.283-RXN // RXN-9952 // RXN0-300 // RXN-13141 // RXN0-5410 // RXN-9951 // ALDEHYDE-DEHYDROGENASE-NADP+-RXN // RXNMETA-12672 // RXN-12444 // ACETOOHBUTREDUCTOISOM-RXN // TRANSENOYLCOARED-RXN // RXN0-6511 // RXN-8974 // NADPH-DEHYDROGENASE-FLAVIN-RXN // RXN0-6367 // RXN0-4022 // RXN0-3962 // 3-OXOACYL-ACP-REDUCT-RXN // ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN // SUCCSEMIALDDEHYDROG-RXN // THIOREDOXIN-REDUCT-NADPH-RXN // GLUTSEMIALDEHYDROG-RXN // N-ACETYLGLUTPREDUCT-RXN // RIBOFLAVINSYNREDUC-RXN // GLU6PDEHYDROG-RXN // ACETOLACTREDUCTOISOM-RXN // 1.1.1.271-RXN // GLUTATHIONE-REDUCT-NADPH-RXN // DXPREDISOM-RXN // ISOCITDEH-RXN // DIENOYLCOAREDUCT-RXN // SULFITE-REDUCT-RXN // 2-DEHYDROPANTOATE-REDUCT-RXN // DTDPDEHYRHAMREDUCT-RXN // UDPNACETYLMURAMATEDEHYDROG-RXN // GLYOXYLATE-REDUCTASE-NADP+-RXN // 1.1.1.215-RXN // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // MALIC-NADP-RXN,C5(N(C1(OC(C(C1O)O)COP(OP(OCC4(C(C(C(N3(C2(=C(C(=NC=N2)N)N=C3)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))C=C(CC=5)C(=O)N),745.0911021
CPD-18370,C41H78NO8P,NA,NA,NA,NA,NA,CCCCCCC=CCCCCCCCCCC(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP([O-])(=O)OCC[N+])=O,744.55433
NADP,C21H25N7O17P3,NA,CPLX0-7643 // DIHYDROPICRED-CPLX // MALIC-NADP-CPLX // PYRROLINECARBREDUCT-CPLX // SULFITE-REDUCT-CPLX // TRANSENOYLCOARED-CPLX // 2-DEHYDROPANTOATE-REDUCT-MONOMER // CPLX0-3881 // CPLX0-230 // FMNREDUCT-MONOMER // FMNREDUCT-MONOMER // CPLX0-7841,PWY-6708 // UBISYN-PWY // PWY0-1527 // PWY-6892 // THISYN-PWY // PWY-5973 // PWY0-862 // PWY-6519 // BIOTIN-BIOSYNTHESIS-PWY // PWY-5971 // PWY-6282 // PWY-6284 // PWY-6163 // ARO-PWY // COMPLETE-ARO-PWY // PWY-5453 // GLYCOLYSIS-E-D // 1CMET2-PWY // PWY-6614 // PWY-6612 // ALL-CHORISMATE-PWY // VALSYN-PWY // NADPHOS-DEPHOS-PWY // NAD-BIOSYNTHESIS-II // PWY-5459 // METHGLYUT-PWY // PWY-66 // COLANSYN-PWY // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY0-321 // PWY-6071 // ALKANEMONOX-PWY // ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // THREOCAT-PWY // PWY0-1471 // PWY0-1433 // PWY-6700 // THIOREDOX-PWY // PWY-5188 // GLUTORN-PWY // ARGSYN-PWY // ARG+POLYAMINE-SYN // RIBOSYN2-PWY // GLUT-REDOX-PWY // NONMEVIPP-PWY // SO4ASSIM-PWY // SULFATE-CYS-PWY // GLUTSYN-PWY // AMMASSIM-PWY // GLUTSYNIII-PWY // PROSYN-PWY // PANTO-PWY // PANTOSYN-PWY // DTDPRHAMSYN-PWY // OANTIGEN-PWY // PWY0-1261 // PWY-6387 // PEPTIDOGLYCANSYN-PWY // FASYN-ELONG-PWY // PWY0-881 // KETOGLUCONMET-PWY // PWY-6537 // 4AMINOBUTMETAB-PWY // ARGDEG-PWY // ORNARGDEG-PWY // DAPLYSINESYN-PWY // HOMOSERSYN-PWY // PWY0-781 // P4-PWY // THRESYN-PWY // METSYN-PWY // MET-SAM-PWY // FERMENTATION-PWY // TCA // TCA-GLYOX-BYPASS // GLYCOLYSIS-TCA-GLYOX-BYPASS // GLUCONEO-PWY,PYRIDOXINE-4-DEHYDROGENASE-RXN // RXN-17897 // FLAVONADPREDUCT-RXN // RXN-9536 // RXN-9532 // RXN-9518 // RXN-9540 // RXN-11480 // RXN-10659 // RXN-9524 // RXN-9556 // L-IDONATE-2-DEHYDROGENASE-RXN // RXN-9514 // RXN0-2142 // RXN-11476 // RXN-9528 // RXN-10655 // GLUTAMATESYN-RXN // METHYLENETHFDEHYDROG-NADP-RXN // RXN-16000 // SHIKIMATE-5-DEHYDROGENASE-RXN // RXN0-4281 // RXN-15743 // RXN0-1941 // RXN-15744 // RXN-16003 // GLU6PDEHYDROG-RXN // RXN-924 // RXN-16001 // DIHYDROFOLATEREDUCT-RXN // RXN0-7119 // RXN-9087 // ACETOLACTREDUCTOISOM-RXN // RXN0-6555 // RXN-5822 // 1.1.1.283-RXN // GMP-REDUCT-RXN // RXN0-1281 // ENOYL-ACP-REDUCT-NADPH-RXN // ACETOINDEHYDROG-A-RXN // 1.1.1.274-RXN // RXN0-7021 // YIAE1-RXN // RXN0-7020 // 1.1.1.271-RXN // RXN0-6487 // 1.1.1.168-RXN // RXN0-5141 // RXN-9952 // RXN0-300 // RXN0-6941 // RXN0-5410 // RXN-9951 // RXNMETA-12672 // RXN-12444 // ACETOOHBUTREDUCTOISOM-RXN // TRANSENOYLCOARED-RXN // RXN0-6511 // RXN-8974 // NADPH-DEHYDROGENASE-FLAVIN-RXN // RXN0-6367 // RXN0-4022 // ALDEHYDE-DEHYDROGENASE-NADP+-RXN // ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN // THIOREDOXIN-REDUCT-NADPH-RXN // GLUTRNAREDUCT-RXN // N-ACETYLGLUTPREDUCT-RXN // RIBOFLAVINSYNREDUC-RXN // GLUTATHIONE-REDUCT-NADPH-RXN // RXN0-3962 // RXN0-2201 // DXPREDISOM-RXN // SULFITE-REDUCT-RXN // GLUTDEHYD-RXN // DIENOYLCOAREDUCT-RXN // GLUTSEMIALDEHYDROG-RXN // 2-DEHYDROPANTOATE-REDUCT-RXN // DTDPDEHYRHAMREDUCT-RXN // UDPNACETYLMURAMATEDEHYDROG-RXN // 3-OXOACYL-ACP-REDUCT-RXN // GLYOXYLATE-REDUCTASE-NADP+-RXN // 1.1.1.215-RXN // SUCCSEMIALDDEHYDROG-RXN // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // ISOCITDEH-RXN // MALIC-NADP-RXN,RXN-7632 // RXN-14023 // TRANS-RXN0-277 // RXN0-7154 // YIAE2-RXN // RXN0-271 // RXN0-5387 // QOR-RXN // RXN-11319 // RXN0-5101 // RXN0-7000 // RXN0-6677 // RXN0-6676 // 2-OCTAPRENYLPHENOL-HYDROX-RXN // 2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN // RXN0-2042 // R303-RXN // NAD-KIN-RXN // PYRNUTRANSHYDROGEN-RXN,C5(=[N+](C1(OC(C(C1O)O)COP(OP(OCC4(C(C(C(N3(C2(=C(C(=NC=N2)N)N=C3)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))C=C(C=C5)C(=O)N),744.0832771
CPD0-2241,C27H42N9O12Fe,NA,NA,NA,TRANS-RXN-298 // RXN0-1701,TRANS-RXN-298 // RXN0-1701,CC1(N3(CCC[CH]4(C(=O)NCC(=O)NCC(=O)NCC(=O)N[CH]5(CCCN2(O[Fe---]6([O+]=1)([O+]=C(C)2)(O3)([O+]=C(C)N(CCC[CH](C(=O)N4)NC(=O)5)O6)))))),740.230235
CPD0-2482,C30H23N3O16Fe,NA,NA,NA,RXN0-1721,RXN0-6941 // RXN0-1721 // RXN0-6938,C(O)C5(NC(C1(C=CC=C2(C=1O[Fe---]468(O2)(OC3(C=CC=C(C=3O4)C(=O)NC(COC(=O)5)C(=O)OCC(C(O)=O)NC(C7(C(O6)=C(C=CC=7)O8))=O)))))=O),737.0427738
CPD-12817,C38H73NO10P,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC([N+])C([O-])=O)OC(=O)CCCCCCCCCCCCCCC,736.5128591
CPD-18373,C39H74O10P,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCC(OCC(OC(=O)CCCCCCCC1(C(C1)CCCCCC))COP([O-])(=O)OCC(O)CO)=O,734.5097851
CPD-18363,C38H71NO10P,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCC(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP([O-])(=O)OCC(C(=O)[O-])[N+])=O,734.4972091
CPD-18372,C40H78NO8P,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCC(OCC(OC(=O)CCCCCCCCCC1(C(C1)CCCCCC))COP([O-])(=O)OCC[N+])=O,732.55433
CPD-9956,C49H76O4,NA,NA,PWY-6708 // UBISYN-PWY // ALL-CHORISMATE-PWY,NA,DHHB-METHYLTRANSFER-RXN // RXN0-5309,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(C(O)=C(OC)C(OC)=C(O)C(C)=1),728.5743609
UBIQUINONE-8,C49H74O4,NA,NA,NA,RXN0-5309,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(C(C(OC)=C(OC)C(=O)C(C)=1)=O),726.5587109
CPD-8122,C20H23N10O12P2S2,NA,NA,PWY-6823,RXN-8348,RXN-8344,C(C3(C(C(C(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)O)O))OP(OP([O-])(=O)OCC5(O[CH]4(NC6(N=C(NC(=O)C(N[CH]4C(=C5[S-])S)=6)N))))(=O)[O-],724.0648308
CPD-8260,C38H74O10P,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC,722.5097851
OCTAPRENYL-DIPHOSPHATE,C40H65O7P2,NA,NA,PWY-5783 // POLYISOPRENSYN-PWY // PWY-5852 // PWY-5838 // PWY-6708 // UBISYN-PWY // ALL-CHORISMATE-PWY,DMK-RXN // 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN,RXN-8992,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],722.4440276
CPD-9454,C40H65O7P2,NA,NA,NA,NA,NA,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(OP(=O)([O-])[O-])[O-])C)C)C)C)C)C)C)C,722.4440276
CPD-18361,C38H72O10P,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCC(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP([O-])(=O)OCC(O)CO)=O,720.4941351
FERRIC-ENTEROBACTIN-COMPLEX,C30H21N3O15Fe,NA,NA,NA,RXN0-6938 // ABC-10-RXN // RXN0-1682,ABC-10-RXN // RXN0-1682,C5(OC(C4(NC(C8(C9(O[Fe---]237(OC6(C(=C(C(NC(C(=O)OCC(NC(=O)C1(C(=C(C=CC=1)O2)O3))C(=O)OC4)5)=O)C=CC=6)O7))OC(C=CC=8)=9)))=O))=O),719.0322091
PHOSPHORIBOSYL-ATP,C15H20N5O20P4,NA,NA,HISTSYN-PWY // PRPP-PWY,ATPPHOSPHORIBOSYLTRANS-RXN // HISTPRATPHYD-RXN,NA,C(C4(C(C(C(N3(C(C2(=C(N(C1(C(C(C(O1)COP(OP(=O)([O-])OP(=O)([O-])O)(=O)[O-])O)O))C=N2)N=C3))=N))O4)O)O))OP([O-])([O-])=O,719.0043343
REDUCED-MENAQUINONE,C51H74O2,NA,NA,MENAQUINONESYN-PWY // ALL-CHORISMATE-PWY // PWY-5838,NA,ADOMET-DMK-METHYLTRANSFER-RXN,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC2(C(C)=C(O)C1(=CC=CC=C1C(O)=2)),718.5688816
CPD-18369,C39H76NO8P,NA,NA,NA,NA,NA,CCCCCCC=CCCCCCCCCCC(OC(COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+])=O,718.53868
CPD0-2330,C38H70O10P,NA,NA,NA,NA,NA,CCCCCCC=CCCCCCCCC(OCC(COP([O-])(=O)OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCC)=O,718.478485
CPD-1302,C30H35N9O12,NA,NA,HOMOSER-METSYN-PWY // PWY0-781 // P4-PWY // METSYN-PWY // MET-SAM-PWY // PWY-6151,HOMOCYSMET-RXN,NA,CN1([CH](CNC2(N=C(NC(=O)C1=2)N))CNC3(=CC=C(C(=O)NC(C([O-])=O)CCC(NC(C([O-])=O)CCC(NC(C([O-])=O)CCC(=O)[O-])=O)=O)C=C3)),717.2718178
CPD-9728,C51H72O2,NA,NA,NA,NA,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(=C(C)C(=O)C2(C=CC=CC(C(=O)1)=2)),716.5532316
CPD0-2216,C39H74NO8P,NA,NA,NA,NA,NA,CCCCCCC1(CC1CCCCCCCC(OCC(COP(OCC[N+])([O-])=O)OC(=O)CCCCCCCC2(CC(CCCCCC)2))=O),716.5230299
CPD-18368,C39H74NO8P,NA,NA,NA,NA,NA,CCCCCCC=CCCCCCCCCCC(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP([O-])(=O)OCC[N+])=O,716.5230299
CPD-12996,C30H33N9O12,NA,NA,NA,NA,NA,C2([CH]1(CNC4(=C(N1CN2C3(=CC=C(C(=O)NC(C(=O)[O-])CCC(NC(C(=O)[O-])CCC(NC(C(=O)[O-])CCC([O-])=O)=O)=O)C=C3))C(N=C(N)N4)=O))),715.2561677
CPD0-1552,C24H20N5O15P3,NA,ADENYL-KIN-MONOMER,NA,NA,NA,C(C3(C(C(O)C(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)OC(C5(=CC=C(C(=O)C4(C=CC=CC=4))C=C5))=O))OP(OP(OP(=O)([O-])[O-])([O-])=O)([O-])=O,715.0481747
OCTAPRENYL-METHYL-OH-METHOXY-BENZQ,C48H74O4,NA,NA,PWY-6708 // UBISYN-PWY // ALL-CHORISMATE-PWY,DHHB-METHYLTRANSFER-RXN,OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(=C(O)C(OC)=C(O)C(O)=C(C)1),714.5587109
BISOHMYR-GLUCOSAMINYL-1P,C34H64NO12P,NA,NA,NAGLIPASYN-PWY // LPSSYN-PWY // KDO-NAGLIPASYN-PWY,LIPIDADISACCHARIDESYNTH-RXN,LIPIDXSYNTHESIS-RXN,CCCCCCCCCCCC(CC(NC1(C(C(C(OC1OP([O-])(=O)[O-])CO)O)OC(CC(CCCCCCCCCCC)O)=O))=O)O,711.4322631
L-DI-GMP,C20H23N10O15P2,NA,NA,NA,NA,RXN0-4181,C(C3(OC(N1(C=NC2(=C1N=C(N)NC(=O)2)))C(O)C(O)3))OP(OC6(C(O)C(N4(C=NC5(=C4N=C(N)NC(=O)5)))OC(COP(=O)([O-])[O-])6))(=O)[O-],708.1054332
